,Round Number,Seed,solution,Location Counter,Location Created,Location Created Sum,Location Deleted,Location Deleted Sum,Location Read,Location Read Sum,Location Write,Location Write Sum,Memory Read,Memory Read Sum,Memory Write,Memory Write Sum,Particle Counter,Particles Created,Particles Created Sum,Particles Deleted,Particles Deleted Sum,Particles Dropped,Particles Dropped Sum,Particle Read,Particle Read Sum,Particle Steps,Particle Steps Sum,Particles Taken,Particles Taken Sum,Particle Write,Particle Write Sum,Success Counter,Success Round,Tile Counter,Tiles Created,Tiles Created Sum,Tiles Deleted,Tiles Deleted Sum,Tiles Dropped,Tiles Dropped Sum,Tile Read,Tile Read Sum,Tiles Taken,Tiles Taken Sum,Tile Write,Tile Write Sum
,143,12,marking,550,4,568,4,568,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,0,3,529,0,0,0,28,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,144,12,marking,550,4,572,4,572,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,0,3,532,0,0,0,28,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,145,12,marking,551,4,576,4,576,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,0,3,535,0,0,0,28,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,146,12,marking,553,4,580,4,580,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,0,3,538,0,0,0,28,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,147,12,marking,553,4,584,4,584,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,0,3,541,0,0,0,28,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,148,12,marking,554,4,588,4,588,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,0,3,544,0,0,0,28,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,149,12,marking,554,4,592,4,592,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,0,0,3,547,0,0,0,28,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,150,12,marking,554,4,596,4,596,0,0,0,0,0,0,1,29,4,0,0,0,0,0,0,0,0,3,550,0,0,1,29,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,151,12,marking,554,4,600,4,600,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0,3,553,0,0,0,29,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,152,12,marking,554,4,604,4,604,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0,3,556,0,0,0,29,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,153,12,marking,554,4,608,4,608,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0,3,559,0,0,0,29,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,154,12,marking,554,4,612,4,612,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0,3,562,0,0,0,29,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,155,12,marking,556,4,616,4,616,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0,3,565,0,0,0,29,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,156,12,marking,558,4,620,4,620,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0,3,568,0,0,0,29,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,157,12,marking,558,4,624,4,624,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0,3,571,0,0,0,29,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,158,12,marking,558,4,628,4,628,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0,3,574,0,0,0,29,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,159,12,marking,558,4,632,4,632,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0,3,577,0,0,0,29,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,160,12,marking,558,4,636,4,636,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0,3,580,0,0,0,29,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,161,12,marking,558,4,640,4,640,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0,3,583,0,0,0,29,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,162,12,marking,558,4,644,4,644,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0,3,586,0,0,0,29,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,163,12,marking,559,4,648,4,648,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0,3,589,0,0,0,29,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,164,12,marking,562,4,652,4,652,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0,3,592,0,0,0,29,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,165,12,marking,566,4,656,4,656,0,0,0,0,0,0,2,31,4,0,0,0,0,0,0,0,0,3,595,0,0,2,31,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,166,12,marking,568,4,660,4,660,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,3,598,0,0,0,31,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,167,12,marking,572,4,664,4,664,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,3,601,0,0,0,31,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,168,12,marking,574,4,668,4,668,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,3,604,0,0,0,31,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,169,12,marking,577,4,672,4,672,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,3,607,0,0,0,31,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,170,12,marking,581,4,676,4,676,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,3,610,0,0,0,31,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,171,12,marking,583,4,680,4,680,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,3,613,0,0,0,31,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,172,12,marking,587,4,684,4,684,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,2,615,0,0,0,31,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,173,12,marking,590,4,688,4,688,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,2,617,0,0,0,31,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,174,12,marking,593,4,692,4,692,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,2,619,0,0,0,31,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,175,12,marking,593,4,696,4,696,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,2,621,0,0,0,31,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,176,12,marking,594,4,700,4,700,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,2,623,0,0,0,31,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,177,12,marking,596,4,704,4,704,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,2,625,0,0,0,31,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,178,12,marking,597,4,708,4,708,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,2,627,0,0,0,31,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,179,12,marking,597,4,712,4,712,0,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,0,2,629,0,0,0,31,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,180,12,marking,597,4,716,4,716,0,0,0,0,0,0,4,35,4,0,0,0,0,0,0,0,0,2,631,0,0,4,35,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,181,12,marking,598,4,720,4,720,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,0,0,2,633,0,0,0,35,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,182,12,marking,599,4,724,4,724,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,0,0,2,635,0,0,0,35,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,183,12,marking,600,4,728,4,728,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,0,0,2,637,0,0,0,35,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,184,12,marking,602,4,732,4,732,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,0,0,2,639,0,0,0,35,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,185,12,marking,602,4,736,4,736,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,0,0,2,641,0,0,0,35,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,186,12,marking,603,4,740,4,740,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,0,0,2,643,0,0,0,35,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,187,12,marking,605,4,744,4,744,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,0,0,2,645,0,0,0,35,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,188,12,marking,606,4,748,4,748,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,0,0,2,647,0,0,0,35,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,189,12,marking,607,4,752,4,752,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,0,0,2,649,0,0,0,35,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,190,12,marking,608,4,756,4,756,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,0,0,2,651,0,0,0,35,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,191,12,marking,610,4,760,4,760,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,0,0,2,653,0,0,0,35,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,192,12,marking,611,4,764,4,764,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,0,0,2,655,0,0,0,35,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,193,12,marking,612,4,768,4,768,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,0,0,2,657,0,0,0,35,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,194,12,marking,612,4,772,4,772,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,0,0,2,659,0,0,0,35,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,195,12,marking,612,4,776,4,776,0,0,0,0,0,0,2,37,4,0,0,0,0,0,0,0,0,2,661,0,0,2,37,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,196,12,marking,612,4,780,4,780,0,0,0,0,0,0,0,37,4,0,0,0,0,0,0,0,0,2,663,0,0,0,37,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,197,12,marking,614,4,784,4,784,0,0,0,0,0,0,0,37,4,0,0,0,0,0,0,0,0,2,665,0,0,0,37,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,198,12,marking,615,4,788,4,788,0,0,0,0,0,0,0,37,4,0,0,0,0,0,0,0,0,2,667,0,0,0,37,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,199,12,marking,616,4,792,4,792,0,0,0,0,0,0,0,37,4,0,0,0,0,0,0,0,0,2,669,0,0,0,37,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,200,12,marking,619,4,796,4,796,0,0,0,0,0,0,0,37,4,0,0,0,0,0,0,0,0,2,671,0,0,0,37,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,201,12,marking,620,4,800,4,800,0,0,0,0,0,0,0,37,4,0,0,0,0,0,0,0,0,2,673,0,0,0,37,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,202,12,marking,623,4,804,4,804,0,0,0,0,0,0,0,37,4,0,0,0,0,0,0,0,0,2,675,0,0,0,37,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,203,12,marking,627,4,808,4,808,0,0,0,0,0,0,0,37,4,0,0,0,0,0,0,0,0,2,677,0,0,0,37,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,204,12,marking,630,4,812,4,812,0,0,0,0,0,0,0,37,4,0,0,0,0,0,0,0,0,2,679,0,0,0,37,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,205,12,marking,633,4,816,4,816,0,0,0,0,0,0,0,37,4,0,0,0,0,0,0,0,0,2,681,0,0,0,37,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,206,12,marking,636,4,820,4,820,0,0,0,0,0,0,0,37,4,0,0,0,0,0,0,0,0,2,683,0,0,0,37,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,207,12,marking,637,4,824,4,824,0,0,0,0,0,0,0,37,4,0,0,0,0,0,0,0,0,2,685,0,0,0,37,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,208,12,marking,638,4,828,4,828,0,0,0,0,0,0,0,37,4,0,0,0,0,0,0,0,0,2,687,0,0,0,37,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,209,12,marking,639,4,832,4,832,0,0,0,0,0,0,0,37,4,0,0,0,0,0,0,0,0,2,689,0,0,0,37,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,210,12,marking,640,4,836,4,836,0,0,0,0,0,0,4,41,4,0,0,0,0,0,0,0,0,2,691,0,0,4,41,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,211,12,marking,641,4,840,4,840,0,0,0,0,0,0,0,41,4,0,0,0,0,0,0,0,0,2,693,0,0,0,41,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,212,12,marking,641,4,844,4,844,0,0,0,0,0,0,0,41,4,0,0,0,0,0,0,0,0,2,695,0,0,0,41,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,213,12,marking,643,4,848,4,848,0,0,0,0,0,0,0,41,4,0,0,0,0,0,0,0,0,2,697,0,0,0,41,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,214,12,marking,644,4,852,4,852,0,0,0,0,0,0,0,41,4,0,0,0,0,0,0,0,0,2,699,0,0,0,41,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,215,12,marking,644,4,856,4,856,0,0,0,0,0,0,0,41,4,0,0,0,0,0,0,0,0,2,701,0,0,0,41,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,216,12,marking,644,4,860,4,860,0,0,0,0,0,0,0,41,4,0,0,0,0,0,0,0,0,2,703,0,0,0,41,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,217,12,marking,644,4,864,4,864,0,0,0,0,0,0,0,41,4,0,0,0,0,0,0,0,0,2,705,0,0,0,41,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,218,12,marking,644,4,868,4,868,0,0,0,0,0,0,0,41,4,0,0,0,0,0,0,0,0,2,707,0,0,0,41,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,219,12,marking,644,4,872,4,872,0,0,0,0,0,0,0,41,4,0,0,0,0,0,0,0,0,2,709,0,0,0,41,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,220,12,marking,644,4,876,4,876,0,0,0,0,0,0,0,41,4,0,0,0,0,0,0,0,0,2,711,0,0,0,41,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,221,12,marking,644,4,880,4,880,0,0,0,0,0,0,0,41,4,0,0,0,0,0,0,0,0,2,713,0,0,0,41,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,222,12,marking,644,4,884,4,884,0,0,0,0,0,0,0,41,4,0,0,0,0,0,0,0,0,2,715,0,0,0,41,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,223,12,marking,644,4,888,4,888,0,0,0,0,0,0,0,41,4,0,0,0,0,0,0,0,0,2,717,0,0,0,41,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,224,12,marking,646,4,892,4,892,0,0,0,0,0,0,0,41,4,0,0,0,0,0,0,0,0,2,719,0,0,0,41,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,225,12,marking,647,4,896,4,896,0,0,0,0,0,0,4,45,4,0,0,0,0,0,0,0,0,2,721,0,0,4,45,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,226,12,marking,647,4,900,4,900,0,0,0,0,0,0,0,45,4,0,0,0,0,0,0,0,0,2,723,0,0,0,45,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,227,12,marking,647,4,904,4,904,0,0,0,0,0,0,0,45,4,0,0,0,0,0,0,0,0,2,725,0,0,0,45,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,228,12,marking,647,4,908,4,908,0,0,0,0,0,0,0,45,4,0,0,0,0,0,0,0,0,2,727,0,0,0,45,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,229,12,marking,647,4,912,4,912,0,0,0,0,0,0,0,45,4,0,0,0,0,0,0,0,0,2,729,0,0,0,45,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,230,12,marking,647,4,916,4,916,0,0,0,0,0,0,0,45,4,0,0,0,0,0,0,0,0,2,731,0,0,0,45,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,231,12,marking,647,4,920,4,920,0,0,0,0,0,0,0,45,4,0,0,0,0,0,0,0,0,2,733,0,0,0,45,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,232,12,marking,647,4,924,4,924,0,0,0,0,0,0,0,45,4,0,0,0,0,0,0,0,0,2,735,0,0,0,45,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,233,12,marking,647,4,928,4,928,0,0,0,0,0,0,0,45,4,0,0,0,0,0,0,0,0,2,737,0,0,0,45,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,234,12,marking,647,4,932,4,932,0,0,0,0,0,0,0,45,4,0,0,0,0,0,0,0,0,2,739,0,0,0,45,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,235,12,marking,647,4,936,4,936,0,0,0,0,0,0,0,45,4,0,0,0,0,0,0,0,0,2,741,0,0,0,45,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,236,12,marking,647,4,940,4,940,0,0,0,0,0,0,0,45,4,0,0,0,0,0,0,0,0,2,743,0,0,0,45,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,237,12,marking,647,4,944,4,944,0,0,0,0,0,0,0,45,4,0,0,0,0,0,0,0,0,2,745,0,0,0,45,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,238,12,marking,647,4,948,4,948,0,0,0,0,0,0,0,45,4,0,0,0,0,0,0,0,0,2,747,0,0,0,45,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,239,12,marking,647,4,952,4,952,0,0,0,0,0,0,0,45,4,0,0,0,0,0,0,0,0,2,749,0,0,0,45,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,240,12,marking,647,4,956,4,956,0,0,0,0,0,0,2,47,4,0,0,0,0,0,0,0,0,2,751,0,0,2,47,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,241,12,marking,647,4,960,4,960,0,0,0,0,0,0,0,47,4,0,0,0,0,0,0,0,0,2,753,0,0,0,47,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,242,12,marking,648,4,964,4,964,0,0,0,0,0,0,0,47,4,0,0,0,0,0,0,0,0,2,755,0,0,0,47,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,243,12,marking,649,4,968,4,968,0,0,0,0,0,0,0,47,4,0,0,0,0,0,0,0,0,2,757,0,0,0,47,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,244,12,marking,650,4,972,4,972,0,0,0,0,0,0,0,47,4,0,0,0,0,0,0,0,0,2,759,0,0,0,47,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,245,12,marking,651,4,976,4,976,0,0,0,0,0,0,0,47,4,0,0,0,0,0,0,0,0,2,761,0,0,0,47,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,246,12,marking,652,4,980,4,980,0,0,0,0,0,0,0,47,4,0,0,0,0,0,0,0,0,2,763,0,0,0,47,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,247,12,marking,653,4,984,4,984,0,0,0,0,0,0,0,47,4,0,0,0,0,0,0,0,0,2,765,0,0,0,47,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,248,12,marking,654,4,988,4,988,0,0,0,0,0,0,0,47,4,0,0,0,0,0,0,0,0,2,767,0,0,0,47,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,249,12,marking,655,4,992,4,992,0,0,0,0,0,0,0,47,4,0,0,0,0,0,0,0,0,2,769,0,0,0,47,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,250,12,marking,657,4,996,4,996,0,0,0,0,0,0,0,47,4,0,0,0,0,0,0,0,0,2,771,0,0,0,47,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,251,12,marking,659,4,1000,4,1000,0,0,0,0,0,0,0,47,4,0,0,0,0,0,0,0,0,2,773,0,0,0,47,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,252,12,marking,660,4,1004,4,1004,0,0,0,0,0,0,0,47,4,0,0,0,0,0,0,0,0,2,775,0,0,0,47,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,253,12,marking,661,4,1008,4,1008,0,0,0,0,0,0,0,47,4,0,0,0,0,0,0,0,0,2,777,0,0,0,47,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,254,12,marking,661,4,1012,4,1012,0,0,0,0,0,0,0,47,4,0,0,0,0,0,0,0,0,2,779,0,0,0,47,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,255,12,marking,661,4,1016,4,1016,0,0,0,0,0,0,2,49,4,0,0,0,0,0,0,0,0,2,781,0,0,2,49,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,256,12,marking,661,4,1020,4,1020,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,2,783,0,0,0,49,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,257,12,marking,661,4,1024,4,1024,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,2,785,0,0,0,49,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,258,12,marking,661,4,1028,4,1028,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,2,787,0,0,0,49,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,259,12,marking,661,4,1032,4,1032,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,2,789,0,0,0,49,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,260,12,marking,661,4,1036,4,1036,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,2,791,0,0,0,49,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,261,12,marking,661,4,1040,4,1040,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,2,793,0,0,0,49,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,262,12,marking,661,4,1044,4,1044,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,2,795,0,0,0,49,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,263,12,marking,661,4,1048,4,1048,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,2,797,0,0,0,49,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,264,12,marking,661,4,1052,4,1052,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,2,799,0,0,0,49,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,265,12,marking,661,4,1056,4,1056,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,2,801,0,0,0,49,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,266,12,marking,661,4,1060,4,1060,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,2,803,0,0,0,49,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,267,12,marking,661,4,1064,4,1064,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,2,805,0,0,0,49,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,268,12,marking,661,4,1068,4,1068,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,2,807,0,0,0,49,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,269,12,marking,661,4,1072,4,1072,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,2,809,0,0,0,49,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,270,12,marking,661,4,1076,4,1076,0,0,0,0,0,0,6,55,4,0,0,0,0,0,0,0,0,2,811,0,0,6,55,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,271,12,marking,661,4,1080,4,1080,0,0,0,0,0,0,0,55,4,0,0,0,0,0,0,0,0,2,813,0,0,0,55,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,272,12,marking,661,4,1084,4,1084,0,0,0,0,0,0,0,55,4,0,0,0,0,0,0,0,0,2,815,0,0,0,55,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,273,12,marking,661,4,1088,4,1088,0,0,0,0,0,0,0,55,4,0,0,0,0,0,0,0,0,1,816,0,0,0,55,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,274,12,marking,661,4,1092,4,1092,0,0,0,0,0,0,0,55,4,0,0,0,0,0,0,0,0,1,817,0,0,0,55,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,275,12,marking,661,4,1096,4,1096,0,0,0,0,0,0,0,55,4,0,0,0,0,0,0,0,0,2,819,0,0,0,55,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,276,12,marking,661,4,1100,4,1100,0,0,0,0,0,0,0,55,4,0,0,0,0,0,0,0,0,1,820,0,0,0,55,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,277,12,marking,661,4,1104,4,1104,0,0,0,0,0,0,0,55,4,0,0,0,0,0,0,0,0,1,821,0,0,0,55,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,278,12,marking,661,4,1108,4,1108,0,0,0,0,0,0,0,55,4,0,0,0,0,0,0,0,0,1,822,0,0,0,55,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
,279,12,marking,661,4,1112,4,1112,0,0,0,0,0,0,0,55,4,0,0,0,0,0,0,0,0,0,822,0,0,0,55,1,,0,0,0,0,0,0,0,0,0,0,0,0,0
